City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Temperature,Wind Speed
280,Mount Gambier,100,AU,1651163533,68,-37.8333,140.7667,67.91,12.66
281,Matagami,0,CA,1651163515,34,49.7502,-77.6328,33.91,9.22
282,Awjilah,100,LY,1651163533,6,29.1081,21.2869,97.48,7.94
283,Plastun,56,RU,1651163534,63,44.7561,136.2939,39.85,6.29
284,Dedovichi,70,RU,1651163534,52,57.5517,29.9502,37.11,5.26
285,Bakchar,97,RU,1651163534,76,57.0186,82.0711,56.35,8.52
286,Maku,75,IR,1651163535,72,39.2911,44.4521,57.81,4.61
287,Mgachi,100,RU,1651163535,82,51.05,142.2667,30.79,13.67
288,Ranfurly,0,NZ,1651163536,97,-45.1333,170.1,42.1,1.88
289,Dhidhdhoo,61,MV,1651163536,68,6.8833,73.1,85.44,1.74
290,Pampierstad,14,ZA,1651163536,46,-27.7832,24.6877,66.54,10.09
291,Solnechnyy,36,RU,1651163537,82,50.7214,136.6319,25.36,5.86
292,Carnarvon,0,AU,1651163537,73,-24.8667,113.6333,68.07,16.11
293,Sørland,100,NO,1651163538,57,67.667,12.6934,34.02,17.25
294,San Giovanni Rotondo,0,IT,1651163538,42,41.7049,15.7191,60.42,16.11
295,Ştefăneşti,50,RO,1651163539,83,44.8667,24.9333,53.67,3.65
296,Ol'ga,100,RU,1651163539,54,43.7444,135.2892,42.39,5.41
297,Mikhaylovka,33,RU,1651163539,65,50.06,43.2379,55.78,7.99
298,Buchanan,81,LR,1651163540,68,5.8808,-10.0467,85.62,12.01
299,Geraldton,19,AU,1651163469,88,-28.7667,114.6,57.61,4.61
300,Annau,75,TM,1651163540,38,37.8876,58.516,76.5,4.61
301,Pacific Grove,40,US,1651163541,76,36.6177,-121.9166,55.89,10.36
302,Mandāwar,1,IN,1651163541,10,29.5,78.1333,90.25,5.97
303,Copperas Cove,100,US,1651163542,72,31.1241,-97.9031,74.48,17.27
304,Baiyin,79,CN,1651163542,28,36.5583,104.2081,56.86,9.31
305,Tabory,100,RU,1651163543,74,58.5198,64.5495,53.11,12.88
306,Fortuna,100,US,1651163543,95,40.5982,-124.1573,51.85,0.0
307,Kwinana,42,AU,1651163544,73,-32.25,115.7667,55.81,8.61
308,Nuuk,100,GL,1651163544,93,64.1835,-51.7216,36.21,27.63
309,Ambanja,69,MG,1651163545,93,-13.6833,48.45,75.7,2.21
310,Luga,98,RU,1651163545,51,58.7372,29.8453,37.69,3.76
311,Poum,100,NC,1651163546,84,-20.2333,164.0167,74.01,12.93
312,Narsaq,100,GL,1651163546,69,60.9167,-46.05,57.42,2.55
313,Royan,16,FR,1651163546,74,45.6285,-1.0281,65.82,9.44
314,Ukiah,0,US,1651163547,63,39.1502,-123.2078,53.37,16.11
315,Ixtapa,0,MX,1651163286,57,20.7,-105.2,78.03,3.44
316,Prainha,84,BR,1651163547,76,-1.8,-53.48,83.62,3.98
317,Villa María,0,AR,1651163548,17,-32.4075,-63.2402,65.61,11.99
318,Vestmanna,100,FO,1651163548,76,62.1564,-7.1664,43.72,6.91
319,Moerai,4,PF,1651163548,76,-22.4333,-151.3333,79.72,19.98
320,Fergus Falls,0,US,1651163358,53,46.283,-96.0776,46.38,11.5
321,Boyolangu,99,ID,1651163549,90,-8.1181,111.8935,76.78,3.09
322,Kupang,49,ID,1651163550,85,-10.1667,123.5833,77.11,5.53
323,Iqaluit,100,CA,1651163376,67,63.7506,-68.5145,19.13,19.57
324,Kaitangata,60,NZ,1651163550,95,-46.2817,169.8464,44.53,3.6
325,Rome,0,US,1651163395,33,43.2128,-75.4557,46.54,23.0
326,Aracati,74,BR,1651163551,59,-4.5617,-37.7697,87.71,4.56
327,Punta Alta,2,AR,1651163412,38,-38.8759,-62.0736,53.04,17.6
328,Tomatlán,1,MX,1651163551,34,19.9333,-105.25,91.11,7.72
329,Albanel,100,CA,1651163551,41,48.8832,-72.4487,37.54,19.57
330,Boshnyakovo,99,RU,1651163552,80,49.6333,142.1667,29.77,13.91
331,Jalu,99,LY,1651163450,7,29.0331,21.5482,96.89,9.35
332,Cherskiy,100,RU,1651163552,96,68.75,161.3,20.01,8.72
333,Mahibadhoo,94,MV,1651163552,73,3.7833,72.9667,85.17,8.25
334,Ratnagiri,1,IN,1651163553,79,16.9833,73.3,82.87,5.64
335,Cairns,40,AU,1651163513,89,-16.9167,145.7667,76.95,8.05
336,Cooma,38,AU,1651163553,100,-36.2333,149.1333,46.17,4.61
337,Kikwit,44,CD,1651163554,86,-5.041,18.8162,74.01,1.34
338,Nha Trang,99,VN,1651163274,87,12.25,109.1833,82.4,2.73
339,Ayodhya,0,IN,1651163554,11,26.8,82.2,91.49,4.79
340,Kānt,0,IN,1651163356,9,27.8,79.8,94.77,3.15
341,Brae,86,GB,1651163555,71,60.3964,-1.353,47.77,9.08
342,Borba,60,BR,1651163555,79,-4.3878,-59.5939,85.03,3.22
343,Ilebo,85,CD,1651163555,77,-4.3167,20.5833,77.23,1.48
344,Westport,0,US,1651163317,27,41.1415,-73.3579,53.74,21.85
345,Baturaja,94,ID,1651163556,97,-4.1333,104.1667,75.15,0.22
346,Tigil',37,RU,1651163556,85,57.8,158.6667,28.0,8.93
347,Bordighera,3,IT,1651163557,58,43.7806,7.6645,71.91,4.83
348,Kahului,20,US,1651163557,82,20.8947,-156.47,74.84,10.0
349,Cuiabá,20,BR,1651163557,38,-15.5961,-56.0967,93.13,11.5
350,Santa Isabel Rio Negro,79,BR,1651163413,62,-0.4139,-65.0192,89.02,2.39
351,Shulan,35,CN,1651163558,38,44.4167,126.95,40.64,5.48
352,Verkhoyansk,76,RU,1651163558,100,67.5447,133.385,-0.47,0.78
353,San Policarpo,97,PH,1651163323,85,12.1791,125.5072,79.23,4.54
354,Mangaldai,1,IN,1651163559,54,26.4333,92.0333,81.37,3.2
355,Petropavlovsk-Kamchatskiy,100,RU,1651163559,100,53.0452,158.6483,32.59,4.47
356,Calatayud,90,ES,1651163560,53,41.3535,-1.6432,65.21,12.66
357,Trat,100,TH,1651163560,92,12.5,102.5,85.91,0.98
358,Goderich,0,CA,1651163425,60,43.7501,-81.7165,41.32,11.5
359,Grindavik,75,IS,1651163561,76,63.8424,-22.4338,50.47,13.8
360,San Vicente,31,AR,1651163561,44,-26.6167,-54.1333,82.71,7.16
361,Nador,20,MA,1651163561,63,35.174,-2.9287,64.65,10.36
362,Suntar,69,RU,1651163562,95,62.1444,117.6319,25.77,3.31
363,Finschhafen,100,PG,1651163562,81,-6.6024,147.8681,79.83,2.59
364,Hobyo,35,SO,1651163562,72,5.3505,48.5268,84.81,13.2
365,Knysna,35,ZA,1651163563,68,-34.0363,23.0471,61.32,3.09
366,Gachsaran,75,IR,1651163563,36,30.3586,50.7981,78.89,6.91
367,Bonavista,100,CA,1651163564,82,48.6499,-53.1147,39.49,8.72
368,Santa Rosa,100,PH,1651163426,79,14.3122,121.1114,85.1,8.16
369,Carthage,40,TN,1651163564,68,36.8611,10.3316,63.93,14.97
370,Misratah,94,LY,1651163565,69,32.3754,15.0925,65.97,18.95
371,Tutóia,84,BR,1651163565,81,-2.7619,-42.2744,83.23,6.98
372,Verkh-Usugli,82,RU,1651163566,85,52.7,115.1667,28.78,7.45
373,Montepuez,87,MZ,1651163566,90,-13.1256,38.9997,65.89,4.76
374,Coyoles,9,MX,1651163566,47,19.4825,-96.6858,82.85,6.71
375,Granadilla de Abona,0,ES,1651163567,57,28.1188,-16.576,69.04,24.16
376,Lagoa,100,PT,1651163567,97,39.05,-27.9833,58.35,7.85
377,Jiuquan,99,CN,1651163567,18,39.7432,98.5174,52.93,11.74
378,Quibdó,75,CO,1651163568,89,5.6947,-76.6611,79.14,5.75
379,Koāth,0,IN,1651163568,11,25.3167,84.2667,91.63,4.85
380,Vila Velha,20,BR,1651163327,67,-20.3297,-40.2925,87.75,13.8
381,Laas,5,IT,1651163569,59,46.6166,10.7002,62.69,4.99
382,Kismayo,100,SO,1651163569,77,-0.3582,42.5454,83.01,11.27
383,Panguipulli,88,CL,1651163570,68,-39.6333,-72.3333,51.57,0.43
384,Barpeta,0,IN,1651163570,56,26.3167,91.0,82.85,5.7
385,Fălești,100,MD,1651163571,94,47.5736,27.7092,52.47,10.87
386,Lázaro Cárdenas,2,MX,1651163362,49,17.9583,-102.2,85.46,3.49
387,Wilmington,0,US,1651163524,42,34.2257,-77.9447,70.95,16.11
388,Khovd,4,MN,1651163571,28,48.0056,91.6419,42.91,3.69
389,Tomioka,53,JP,1651163572,64,36.25,138.9,57.07,1.32
390,Fairbanks,0,US,1651163375,67,64.8378,-147.7164,39.09,4.61
391,Parakou,99,BJ,1651163572,33,9.3372,2.6303,93.47,4.85
392,Harper,100,LR,1651163573,76,4.375,-7.7169,82.96,9.22
393,Mandera,93,KE,1651163573,51,3.9366,41.867,87.21,13.27
394,St. George's,75,GD,1651163573,83,12.0564,-61.7485,82.08,20.71
395,Narón,1,ES,1651163574,74,43.5167,-8.1528,66.56,12.1
396,Los Llanos de Aridane,20,ES,1651163574,79,28.6585,-17.9182,67.12,12.66
397,Pirajuí,2,BR,1651163574,38,-21.9986,-49.4572,86.63,6.6
398,Kalāleh,0,IR,1651163575,73,37.3807,55.4916,69.4,4.61
399,Camaná,100,PE,1651163575,82,-16.6228,-72.7111,68.5,9.55
400,Leningradskiy,98,RU,1651163576,95,69.3833,178.4167,10.8,5.23
401,Cadiz,70,ES,1651163576,70,36.5,-5.75,58.42,7.18
402,Lanquín,84,GT,1651163576,79,15.5667,-89.9667,78.53,2.77
403,Andenes,75,NO,1651163577,59,69.3143,16.1194,31.98,23.02
404,Grafton,42,US,1651163577,45,42.207,-71.6856,49.01,5.99
405,Pericos,4,MX,1651163577,14,25.05,-107.7,87.37,4.07
406,Bayonet Point,1,US,1651163421,69,28.3267,-82.6834,85.28,7.47
407,Tehachapi,4,US,1651163465,50,35.1322,-118.449,57.52,15.01
408,Quthing,0,LS,1651163578,53,-30.4,27.7003,52.7,3.67
409,Coquimbo,0,CL,1651163509,56,-29.9533,-71.3436,69.53,9.22
410,Atambua,99,ID,1651163578,88,-9.1061,124.8925,71.83,3.8
411,Jaciara,30,BR,1651163379,34,-15.9653,-54.9683,90.61,5.03
412,Mastic Beach,0,US,1651163579,29,40.7668,-72.8521,54.1,25.32
413,Bethal,1,ZA,1651163579,43,-26.4579,29.4655,57.54,3.71
414,Vilyuysk,72,RU,1651163579,99,63.7553,121.6247,17.49,3.38
415,Pustoshka,69,RU,1651163580,54,56.3355,29.369,38.44,4.09
416,Carauari,94,BR,1651163580,56,-4.8828,-66.8958,89.38,4.41
417,Iquitos,75,PE,1651163580,79,-3.7481,-73.2472,84.24,4.61
418,Farah,7,AF,1651163581,15,32.5,62.5,82.45,4.25
419,Macomb,100,US,1651163581,78,40.4592,-90.6718,56.84,16.11
420,Berbera,55,SO,1651163582,76,10.4396,45.0143,86.04,9.55
421,Mareeba,100,AU,1651163582,91,-17.0,145.4333,72.32,2.39
422,Samaná,40,DO,1651163582,74,19.2056,-69.3369,80.82,6.91
423,Yenagoa,100,NG,1651163483,78,4.9247,6.2642,82.38,3.44
424,Province of Mantua,31,IT,1651163583,46,45.1667,10.7833,69.35,5.01
425,Aykhal,99,RU,1651163583,92,66.0,111.5,21.51,9.42
426,Portland,100,US,1651163426,81,45.5234,-122.6762,50.92,3.44
427,Humaitá,71,BR,1651163584,43,-7.5061,-63.0208,94.17,4.18
428,Waitati,16,NZ,1651163584,84,-45.75,170.5667,50.81,2.93
429,Warrnambool,14,AU,1651163585,71,-38.3833,142.4833,63.81,15.84
430,Hvolsvollur,68,IS,1651163585,58,63.7533,-20.2243,50.67,8.5
431,Ancud,100,CL,1651163586,69,-41.8697,-73.8203,48.94,2.75
432,Clyde River,75,CA,1651163586,78,70.4692,-68.5914,5.23,9.22
433,Ruteng,100,ID,1651163586,93,-8.6136,120.4721,63.05,1.88
434,Palu,99,ID,1651163587,96,-0.8917,119.8707,76.77,3.06
435,Dingle,100,PH,1651163587,89,10.9995,122.6711,76.87,6.08
436,Pochutla,1,MX,1651163588,46,15.7432,-96.4661,91.81,8.19
437,Saint-François,0,FR,1651163571,37,46.4154,3.9054,71.04,9.22
438,Cabedelo,66,BR,1651163588,71,-6.9811,-34.8339,88.47,13.49
439,Ténenkou,18,ML,1651163589,11,14.4572,-4.9169,99.9,9.24
440,Nanortalik,96,GL,1651163589,78,60.1432,-45.2371,40.37,1.88
441,San Rafael,21,AR,1651163590,32,-34.6177,-68.3301,54.01,7.94
442,Huilong,100,CN,1651163590,92,31.8111,121.655,54.93,25.9
443,Aleksandrov Gay,45,RU,1651163591,64,50.147,48.5704,54.52,12.97
444,Bathsheba,40,BB,1651163591,83,13.2167,-59.5167,83.01,18.41
445,Nizhniy Baskunchak,1,RU,1651163592,51,48.2198,46.8311,62.08,13.87
446,Levice,79,SK,1651163592,68,48.2156,18.6071,64.49,1.66
447,Pisco,87,PE,1651163592,83,-13.7,-76.2167,68.05,9.22
448,Matiguás,48,NI,1651163592,50,12.8373,-85.4622,87.28,9.66
449,Vao,100,NC,1651163593,70,-22.6667,167.4833,75.47,20.58
450,Ponta Delgada,75,PT,1651163487,94,37.7333,-25.6667,66.51,19.57
451,Flinders,59,AU,1651163593,91,-34.5833,150.8552,63.37,5.01
452,Gunnedah,90,AU,1651163594,78,-30.9833,150.25,65.21,2.04
453,Tambura,96,SS,1651163594,76,5.6,27.4667,74.86,3.0
454,Chingirlau,61,KZ,1651163595,86,51.095,54.0814,58.6,15.75
455,Amarwāra,51,IN,1651163595,12,22.3,79.1667,89.55,5.57
456,Taoudenni,0,ML,1651163595,6,22.6783,-3.9836,100.08,4.68
457,La Asuncion,37,VE,1651163595,76,11.0333,-63.8628,81.72,10.29
458,Ternate,100,ID,1651163596,82,0.8,127.4,79.54,4.9
459,Hirara,0,JP,1651163596,90,24.8,125.2833,79.09,16.42
460,Nanding,86,CN,1651163597,82,36.7483,118.0558,46.18,2.64
461,Sakakah,41,SA,1651163597,46,29.9697,40.2064,71.17,10.94
462,Pangai,99,TO,1651163597,72,-19.8,-174.35,79.07,23.6
463,Manokwari,90,ID,1651163598,78,-0.8667,134.0833,78.4,3.91
464,Solano,0,US,1651163598,52,38.2333,-121.9511,59.32,13.8
465,Blythe,0,US,1651163451,33,33.6103,-114.5964,81.03,3.44
466,Gubkinskiy,100,RU,1651163599,97,64.434,76.5026,28.53,16.42
467,Songkhla,4,TH,1651163599,89,6.8333,100.6667,82.45,0.76
468,Buluang,97,PH,1651163600,93,13.3068,123.3425,76.73,3.02
469,Hue,20,VN,1651163600,83,16.4667,107.6,80.71,4.61
470,Kaniama,41,CD,1651163601,92,-7.5667,24.1833,69.04,3.6
471,Sisimiut,100,GL,1651163601,89,66.9395,-53.6735,25.03,5.48
472,San Cristobal,100,VE,1651163601,54,7.7669,-72.225,71.78,4.59
473,Seddon,0,AU,1651163602,85,-37.8068,144.8916,65.68,21.85
474,Albania,0,AL,1651163602,77,41.0,20.0,64.31,5.17
475,Kungurtug,99,RU,1651163603,68,50.5994,97.5228,34.07,1.14
476,Pareora,100,NZ,1651163603,97,-44.4871,171.2132,50.18,5.46
477,Winchester,0,GB,1651163567,56,51.0651,-1.3187,59.54,8.05
478,Gdov,84,RU,1651163604,54,58.7406,27.8122,38.66,9.64
479,Fort Nelson,100,CA,1651163604,93,58.8053,-122.7002,33.39,8.05
480,Topchikha,72,RU,1651163604,41,52.8192,83.1185,55.42,7.92
481,Ulladulla,38,AU,1651163605,88,-35.35,150.4667,61.7,5.91
482,Itoman,40,JP,1651163605,92,26.1247,127.6694,79.18,11.5
483,Shache,62,CN,1651163603,15,38.4167,77.2406,67.1,10.13
484,Aberystwyth,93,GB,1651163606,68,52.4155,-4.0829,58.89,7.61
485,Verāval,0,IN,1651163606,71,20.9,70.3667,84.13,13.78
486,Duminichi,100,RU,1651163606,88,53.9345,35.1099,41.11,3.67
487,Payson,97,US,1651163460,48,40.0444,-111.7321,63.28,3.0
488,Hambantota,84,LK,1651163607,78,6.1241,81.1185,82.27,9.42
489,Castaños,0,MX,1651163607,58,26.7833,-101.4167,76.35,0.0
490,Padang,100,ID,1651163608,86,-0.9492,100.3543,78.42,2.37
491,Bestöbe,96,KZ,1651163608,41,52.4994,73.0975,63.36,10.49
492,Yulara,75,AU,1651163608,31,-25.2406,130.9889,75.04,8.05
493,Chokwé,59,MZ,1651163609,81,-24.5333,32.9833,66.25,6.46
494,Mandalgovi,100,MN,1651163610,32,45.7625,106.2708,34.3,18.54
495,Northam,84,GB,1651163610,66,51.0333,-4.2167,59.67,7.47
496,Kavieng,100,PG,1651163610,72,-2.5744,150.7967,82.58,7.34
497,Yerbogachën,65,RU,1651163611,86,61.2767,108.0108,29.16,5.14
498,Severnyy-Kospashskiy,100,RU,1651163611,94,59.0925,57.8008,31.6,12.03
499,Dharmapuri,3,IN,1651163611,46,12.1333,78.1667,84.65,4.97
500,Osorno,0,CL,1651163611,76,-40.5667,-73.15,52.25,0.0
501,Taltal,6,CL,1651163612,72,-25.4,-70.4833,67.08,5.44
502,Coyhaique,75,CL,1651163474,53,-45.5752,-72.0662,44.55,3.44
503,Tarauacá,64,BR,1651163612,53,-8.1614,-70.7656,91.0,3.11
504,Shenjiamen,100,CN,1651163613,98,29.9576,122.298,60.98,6.46
505,Srednekolymsk,100,RU,1651163613,99,67.45,153.6833,2.61,4.94
506,Chengde,0,CN,1651163613,86,40.9725,117.9361,43.21,1.99
507,Seredka,68,RU,1651163614,50,58.1584,28.1858,44.35,4.43
508,Ngunguru,20,NZ,1651163614,67,-35.6167,174.5,62.83,13.78
509,Ust'-Barguzin,3,RU,1651163614,86,53.45,108.9833,24.21,0.27
510,Nome,100,US,1651163615,87,64.5011,-165.4064,35.67,12.66
511,Krasnosel'kup,100,RU,1651163615,92,65.7,82.4667,25.93,12.66
512,Yaan,99,NG,1651163615,73,7.3833,8.5667,79.5,5.08
513,Viedma,9,AR,1651163616,35,-40.8135,-62.9967,52.61,20.92
514,Wajir,75,KE,1651163616,88,1.7471,40.0573,76.96,0.0
515,Aix-en-Provence,65,FR,1651163616,39,43.5283,5.4497,73.36,5.01
516,General Pico,24,AR,1651163478,22,-35.6566,-63.7568,61.02,11.99
517,Opočno,96,CZ,1651163617,60,50.2674,16.1148,60.15,6.06
518,Rohru,51,IN,1651163617,28,31.2167,77.75,65.68,4.72
519,Korla,71,CN,1651163617,54,41.7597,86.1469,53.22,12.08
520,Victor Harbor,40,AU,1651163618,77,-35.5667,138.6167,65.68,7.65
521,Zhuhai,20,CN,1651163618,89,22.2769,113.5678,83.86,9.22
522,Sharjah city,0,AE,1651163427,31,25.3573,55.4033,91.38,6.91
523,Sobolevo,76,RU,1651163618,62,54.4299,31.8996,40.03,5.59
524,Hadishahr,88,AZ,1651163619,67,38.8431,45.6635,68.49,6.76
525,Kaeo,48,NZ,1651163619,83,-35.1,173.7833,58.77,9.35
526,Mlonggo,96,ID,1651163620,79,-6.5333,110.7,81.46,5.12
527,Riyadh,91,SA,1651163620,56,24.6877,46.7219,68.14,15.79
528,Ust-Nera,79,RU,1651163620,98,64.5667,143.2,-0.22,5.08
529,São Gabriel da Cachoeira,75,BR,1651163620,94,-0.1303,-67.0892,78.6,6.91
530,Nālūt,25,LY,1651163621,12,30.3333,10.85,86.72,6.29
531,Bilma,48,NE,1651163621,8,18.6853,12.9164,97.77,10.38
532,Murshidābād,1,IN,1651163621,41,24.1833,88.2667,91.51,7.2
533,Puri,2,IN,1651163622,88,19.8,85.85,84.72,19.15
534,Balkhash,0,KZ,1651163622,44,46.844,74.9804,57.61,10.74
535,Valleyview,100,CA,1651163622,93,55.0667,-117.2859,33.84,14.97
536,Abhā,40,SA,1651163623,52,18.2164,42.5053,67.82,14.97
537,Fairhope,0,US,1651163623,40,30.523,-87.9033,82.15,9.22
538,Molina,75,CL,1651163624,87,-35.1167,-71.2833,49.73,10.36
539,Pingyin,54,CN,1651163624,92,36.2831,116.4453,44.15,3.49
540,Saint Anthony,100,US,1651163625,53,45.0205,-93.218,47.3,14.97
541,Pathein,5,MM,1651163625,77,16.7833,94.7333,82.31,9.31
542,Wazirabad,72,PK,1651163625,22,32.4458,74.1159,91.38,10.56
543,Hoquiam,0,US,1651163626,88,46.9809,-123.8893,48.92,4.61
544,Omsukchan,100,RU,1651163594,97,62.5333,155.8,23.61,8.34
545,Jiupu,100,CN,1651163626,63,41.0667,122.95,43.09,3.09
546,Jacksonville,20,US,1651163627,47,30.3322,-81.6556,81.1,19.57
547,Kumluca,12,TR,1651163627,61,36.3703,30.2869,70.5,3.6
548,Arrondissement de Torcy,73,FR,1651163628,42,48.8389,2.6509,70.84,8.25
549,Tupaciguara,0,BR,1651163352,34,-18.5922,-48.705,83.53,8.23
550,Valparaíso,0,CL,1651163466,40,-33.0393,-71.6273,71.83,10.36
551,Faya,1,SA,1651163355,44,18.3851,42.4509,68.11,9.06
552,Umluj,0,SA,1651163628,61,25.0213,37.2685,81.27,7.14
553,La Ciotat,59,FR,1651163629,56,43.1748,5.6045,75.79,3.18
554,Olafsvik,28,IS,1651163629,79,64.8945,-23.7142,45.32,9.46
555,Kobryn,58,BY,1651163630,72,52.2138,24.3564,48.16,6.13
556,Burgos,75,ES,1651163630,82,42.3394,-3.7079,55.81,14.97
557,Tooele,0,US,1651163630,55,40.5308,-112.2983,62.1,5.75
558,Weinan,9,CN,1651163631,76,34.5036,109.5089,53.11,4.07
559,Mount Isa,15,AU,1651163464,69,-20.7333,139.5,78.57,5.75
560,La Crosse,100,US,1651163376,64,43.8014,-91.2396,45.36,8.05
561,Guane,16,CU,1651163631,43,22.2025,-84.0875,88.48,9.28
